Parent;Id;Sex;Birth date;Sire;Dam;Birth place;Location;Avg time between calves (years);Age on first calf (years);Offspring Count
;846;f;1986-08-01;89;106;WHIPSNADE;WHIPSNADE;0;;
;868;f;1986-08-15;89;329;WHIPSNADE;MARWELL;0;;
;859;f;1986-09-23;89;103;SOFIAZOO;DUBLIN;0;;
;869;m;1986-10-28;89;104;WHIPSNADE;WHIPSNADE;0;;
;907;f;1987-12-25;89;102;WHIPSNADE;ARNHEM;0;;
;918;m;1988-11-15;89;329;WHIPSNADE;PT ST PER;0;;
;973;f;1990-12-18;89;102;WHIPSNADE;WHIPSNADE;0;;
;974;m;1990-12-28;89;329;WHIPSNADE;MUNSTER;0;;
;1010;m;1992-11-16;89;329;WHIPSNADE;LISIEUX Z;0;;
;1047;f;1994-11-25;89;329;WHIPSNADE;HILVARENB;0;;
Sire;11;m;1963-01-01;wild;wild;UMFOLOZI;KOLMARDEN;1,9;32,1;2
;1184;m;1995-02-11;11;1012;KOLMARDEN;KOLMARDEN;0;;
;1170;m;1997-01-15;11;1012;KOLMARDEN;KOLMARDEN;0;;
Sire;94;m;1960-01-01;wild;wild;UMFOLOZI;WHIPSNADE;0,0;14,8;2
;226;f;1974-10-07;94;103;WHIPSNADE;TOUROPARC;0;;
;279;m;1974-10-15;94;96;WHIPSNADE;LIBEREC;0;;
Sire;829;m;1985-08-25;355;352;KNOWSLEY;KESSINGLA;0,8;14,1;16
;1317;m;1999-09-19;829;1120;KNOWSLEY;KNOWSLEY;0;;
;1318;f;2000-01-31;829;1026;KNOWSLEY;KNOWSLEY;0;;
;1388;m;2001-01-22;829;1121;KNOWSLEY;KNOWSLEY;0;;
;1562;f;2001-09-18;829;1026;KNOWSLEY;KNOWSLEY;0;;
;1438;m;2001-09-20;829;1120;KNOWSLEY;PEAUGRES;0;;
;1439;f;2002-10-18;829;1026;KNOWSLEY;KNOWSLEY;0;;
;1472;m;2004-02-16;829;1026;KNOWSLEY;KNOWSLEY;0;;
;1584;f;2005-11-17;829;1120;KNOWSLEY;KNOWSLEY;0;;
;1591;m;2006-04-25;829;1026;KNOWSLEY;BURFORD;0;;
;1597;f;2006-09-19;829;1121;KNOWSLEY;KNOWSLEY;0;;
;1645;m;2008-07-28;829;1026;KNOWSLEY;LILLE ZO;0;;
;1690;f;2008-10-07;829;1121;KNOWSLEY;LISIEUX Z;0;;
;1652;m;2008-12-04;829;1120;KNOWSLEY;LILLE ZO;0;;
;2039;m;2010-11-30;829;1120;KNOWSLEY;KNOWSLEY;0;;
;2040;f;2010-12-30;829;1121;KNOWSLEY;KNOWSLEY;0;;
;2041;f;2011-01-12;829;1026;KNOWSLEY;KNOWSLEY;0;;
Sire;372;m;1973-01-01;wild;wild;SUDAN;SUDAN;3,8;10,9;3
;789;f;1983-11-15;372;351;DVURKRALV;DVURKRALV;0;;
;943;f;1989-07-11;372;351;DVURKRALV;DVURKRALV;0;;
;1122;f;1991-07-18;372;351;DVURKRALV;DVURKRALV;0;;
Sire;413;m;1971-04-01;wild;wild;UMFOLOZI;UMFOLOZI;0,7;8,7;2
;589;m;1979-12-11;413;418;KINGS ISL;SCHWERIN;0;;
;590;f;1980-09-05;413;416;KINGS ISL;KINGS ISL;0;;
Sire;1011;m;1988-01-01;wild;wild;UMFOLOZI;WHIPSNADE;0,9;9,1;14
;1171;f;1997-02-06;1011;962;WHIPSNADE;BORAS;0;;
;1173;m;1997-04-08;1011;329;WHIPSNADE;SO LAKES;0;;
;1251;f;1999-09-10;1011;489;WHIPSNADE;GIVSKUD;0;;
;1338;f;2000-05-01;1011;329;WHIPSNADE;BORAS;0;;
;1339;f;2000-05-19;1011;962;WHIPSNADE;BORAS;0;;
;1340;f;2000-12-15;1011;654;WHIPSNADE;ARNHEM;0;;
;1424;m;2001-11-22;1011;489;WHIPSNADE;MONTPELLI;0;;
;1425;f;2001-12-11;1011;962;WHIPSNADE;KESSINGLA;0;;
;1469;f;2003-04-16;1011;329;WHIPSNADE;WHIPSNADE;0;;
;1515;m;2005-06-09;1011;654;WHIPSNADE;MALTON;0;;
;1525;m;2005-08-08;1011;962;WHIPSNADE;KERKRADE;0;;
;1526;m;2005-10-06;1011;489;WHIPSNADE;KERKRADE;0;;
;1632;m;2007-12-28;1011;489;WHIPSNADE;ATTICAZOO;0;;
;1636;m;2008-03-07;1011;654;WHIPSNADE;ATTICAZOO;0;;
Sire;618;m;1967-03-01;wild;wild;UMFOLOZI;UMFOLOZI;2,9;12,8;3
;588;m;1979-12-01;618;620;KNOXVILLE;KNOXVILLE;0;;
;676;m;1981-12-31;618;620;KNOXVILLE;SALZBURG;0;;
;827;m;1985-08-13;618;620;KNOXVILLE;KNOXVILLE;0;;
Sire;221;m;1968-01-01;wild;wild;wild;GIVSKUD;1,8;8,5;18
;316;m;1976-07-07;221;225;HILVARENB;OSNABRUCK;0;;
;486;m;1978-09-24;221;225;HILVARENB;HILVARENB;0;;
;488;f;1978-11-22;221;224;HILVARENB;HILVARENB;0;;
;628;m;1980-12-28;221;225;HILVARENB;HILVARENB;0;;
;629;m;1981-01-13;221;224;HILVARENB;HILVARENB;0;;
;767;f;1982-12-25;221;225;HILVARENB;LA PALMYR;0;;
;796;m;1984-03-23;221;224;HILVARENB;LA PALMYR;0;;
;834;m;1985-08-11;221;225;HILVARENB;HILVARENB;0;;
;835;f;1985-10-26;221;224;HILVARENB;HILVARENB;0;;
;906;m;1987-12-01;221;224;HILVARENB;HILVARENB;0;;
;938;f;1988-10-17;221;225;HILVARENB;HILVARENB;0;;
;964;f;1990-12-01;221;224;HILVARENB;HILVARENB;0;;
;1008;m;1991-10-09;221;225;HILVARENB;BARCELONA;0;;
;1009;f;1992-10-08;221;224;HILVARENB;WOBURNLTD;0;;
;1048;m;1994-09-08;221;225;HILVARENB;BEAUVAL;0;;
;1064;m;1996-01-16;221;224;HILVARENB;SO LAKES;0;;
;1501;f;2005-01-11;221;1251;GIVSKUD;CABARCENO;0;;
;1606;m;2006-12-12;221;1251;GIVSKUD;BLAIRDRUM;0;;
Sire;1147;m;1995-07-22;491;494;HODENHAGN;HODENHAGN;0;6,5;1
;1410;f;2002-01-27;1060;1147;BEWDLEY;BEWDLEY;0;;
Sire;40;m;1961-01-01;wild;wild;S. AFRICA;S. AFRICA;0;20,2;1
;627;m;1981-03-03;40;397;MEMPHIS;ERFURT;0;;
Sire;1361;m;1996-06-01;wild;wild;S. AFRICA;BANDHOLM;1,8;11,7;2
;1635;m;2008-02-06;1361;1362;BANDHOLM;BANDHOLM;0;;
;2014;f;2009-12-11;1361;1362;BANDHOLM;BANDHOLM;0;;
Sire;200;m;1969-01-01;wild;wild;UMFOLOZI;KATOWICE;3,3;16,2;6
;844;m;1985-03-13;200;211;KATOWICE;KATOWICE;0;;
;888;m;1986-09-03;200;211;KATOWICE;PLAISANCE;0;;
;1023;f;1994-01-08;200;211;KATOWICE;KATOWICE;0;;
;1210;f;1997-02-02;200;211;KATOWICE;KATOWICE;0;;
;1211;f;1998-08-21;200;211;KATOWICE;KATOWICE;0;;
;1413;f;2001-10-16;200;211;KATOWICE;KATOWICE;0;;
Sire;244;m;1971-01-01;wild;wild;UMFOLOZI;RAMAT GAN;0;7,7;1
;487;m;1978-09-28;244;240;RAMAT GAN;JERUSALEM;0;;
Sire;52;m;1959-01-01;wild;wild;UMFOLOZI;UMFOLOZI;1,1;14,1;10
;218;m;1973-02-03;52;157;SD-WAP;SD-WAP;0;;
;289;f;1974-12-04;52;UNK;SD-WAP;SD-WAP;0;;
;286;m;1976-01-19;52;147;SD-WAP;SD-WAP;0;;
;287;m;1976-03-12;52;155;SD-WAP;SD-WAP;0;;
;333;f;1976-03-25;52;150;SD-WAP;SD-WAP;0;;
;534;m;1977-09-02;52;159;SD-WAP;VESZPREM;0;;
;648;f;1980-11-11;52;157;SD-WAP;SD-WAP;0;;
;649;f;1980-11-12;52;150;SD-WAP;PEAUGRES;0;;
;701;m;1981-11-16;52;277;SD-WAP;SD-WAP;0;;
;773;f;1982-10-24;52;159;SD-WAP;SALZBURG;0;;
Sire;373;m;1972-01-01;wild;wild;SUDAN;DVURKRALV;20,2;8,4;2
;630;m;1980-06-08;373;351;DVURKRALV;DVURKRALV;0;;
;1305;f;2000-07-29;373;943;DVURKRALV;DVURKRALV;0;;
Sire;70;m;1964-01-01;wild;wild;UMFOLOZI;KAUNAS;0,5;9,1;24
;214;m;1973-01-21;70;103;WHIPSNADE;WHIPSNADE;0;;
;217;m;1973-03-05;70;104;WHIPSNADE;WHIPSNADE;0;;
;1187;m;1974-09-09;70;100;WHIPSNADE;WHIPSNADE;0;;
;1188;f;1974-10-07;70;97;WHIPSNADE;WHIPSNADE;0;;
;278;m;1974-10-09;70;99;WHIPSNADE;WHIPSNADE;0;;
;1189;m;1974-12-08;70;106;WHIPSNADE;WHIPSNADE;0;;
;329;f;1976-10-07;70;104;WHIPSNADE;WHIPSNADE;0;;
;330;m;1976-10-10;70;105;WHIPSNADE;DUBLIN;0;;
;342;f;1976-10-23;70;100;WHIPSNADE;WHIPSNADE;0;;
;393;m;1976-10-27;70;97;EDINBURGH;EDINBURGH;0;;
;1190;f;1976-12-22;70;102;WHIPSNADE;WHIPSNADE;0;;
;472;f;1977-12-27;70;103;WHIPSNADE;WHIPSNADE;0;;
;489;f;1978-06-30;70;102;WHIPSNADE;WHIPSNADE;0;;
;532;m;1979-12-19;70;103;WHIPSNADE;ARNHEM;0;;
;600;m;1980-09-21;70;106;WHIPSNADE;WHIPSNADE;0;;
;614;f;1980-11-06;70;102;WHIPSNADE;WHIPSNADE;0;;
;654;f;1981-10-12;70;105;WHIPSNADE;WHIPSNADE;0;;
;665;f;1981-11-23;70;103;WHIPSNADE;WHIPSNADE;0;;
;708;m;1982-10-25;70;106;WHIPSNADE;WHIPSNADE;0;;
;761;m;1982-12-03;70;104;WHIPSNADE;WHIPSNADE;0;;
;770;m;1983-03-02;70;102;WHIPSNADE;LA PALMYR;0;;
;803;m;1984-12-03;70;105;WHIPSNADE;SO LAKES;0;;
;810;m;1985-01-09;70;106;WHIPSNADE;WHIPSNADE;0;;
;811;f;1985-02-03;70;329;WHIPSNADE;WHIPSNADE;0;;
Sire;404;m;1977-06-13;319;403;MUNSTER;CABARCENO;0;20,3;1
;1165;m;1997-09-29;404;988;CABARCENO;HILVARENB;0;;
Sire;1552;m;2000-12-01;wild;wild;KRUGER;DUBLIN;2,5;7,5;2
;1644;f;2008-05-28;1552;1555;DUBLIN;DUBLIN;0;;
;2007;m;2010-12-10;1552;1555;DUBLIN;DUBLIN;0;;
Sire;1173;m;1997-04-08;1011;329;WHIPSNADE;SO LAKES;1,7;11,2;3
;1688;f;2008-06-01;1173;1461;SO LAKES;SO LAKES;0;;
;1689;m;2008-09-11;1173;1460;SO LAKES;SO LAKES;0;;
;T107;m;2011-11-17;1173;1461;SO LAKES;SO LAKES;0;;
Sire;532;m;1979-12-19;70;103;WHIPSNADE;ARNHEM;2,2;22,3;3
;1406;f;2002-03-19;532;230;ARNHEM;TABERNAS;0;;
;1456;?;2003-10-02;532;1208;ERFURT;ERFURT;0;;
;1596;f;2006-09-13;532;1340;ARNHEM;LONGLEAT;0;;
Sire;1025;m;1992-08-08;91;651;PARIS ZOO;ARNHEM;0;17,7;1
;2005;m;2010-04-06;1025;1340;ARNHEM;ARNHEM;0;;
Sire;1197;m;1971-01-01;wild;wild;S. AFRICAR;S. AFRICAR;2,9;23,0;2
;1200;m;1993-12-15;1197;1198;SAFARI MA;SAFARI MA;0;;
;1201;m;1996-11-12;1197;1198;SAFARI MA;SAFARI MA;0;;
Sire;88;m;1969-02-01;wild;wild;UMFOLOZI;COLCHESTR;1,0;39,7;2
;1648;m;2008-10-22;88;902;BUDAPEST;ATTICAZOO;0;;
;1694;m;2009-10-04;88;1458;COLCHESTR;COLCHESTR;0;;
Sire;169;m;1969-01-01;wild;wild;UMFOLOZI;NEUWIED;1,9;8,9;2
;402;m;1977-11-22;169;174;ARNHEM;ARNHEM;0;;
;644;m;1979-10-04;169;230;ARNHEM;ARNHEM;0;;
Sire;497;m;1979-07-26;MULT;241;RAMAT GAN;RAMAT GAN;9,2;9,8;3
;945;m;1989-05-22;497;641;RAMAT GAN;JERUSALEM;0;;
;1437;m;2002-07-07;497;1028;RAMAT GAN;RAMAT GAN;0;;
;1630;m;2007-09-23;497;1083;RAMAT GAN;RAMAT GAN;0;;
Sire;974;m;1990-12-28;89;329;WHIPSNADE;MUNSTER;3,5;9,6;4
;1344;m;2000-08-11;974;967;MUNSTER;MUNSTER;0;;
;1518;m;2005-07-26;974;967;MUNSTER;munster;0;;
;1695;f;2009-09-20;974;967;MUNSTER;LONGLEAT;0;;
;2066;m;2011-04-02;974;967;MUNSTER;MUNSTER;0;;
Sire;139;m;1968-01-01;wild;wild;UMFOLOZI;EDINBURGH;2,1;11,8;11
;651;f;1979-10-19;139;97;EDINBURGH;LISIEUX Z;0;;
;749;m;1982-09-03;139;97;EDINBURGH;EDINBURGH;0;;
;855;f;1985-03-10;139;97;EDINBURGH;EDINBURGH;0;;
;856;f;1986-09-12;139;97;EDINBURGH;MARWELL;0;;
;937;f;1988-09-02;139;97;EDINBURGH;WHIPSNADE;0;;
;962;f;1990-09-24;139;97;EDINBURGH;WHIPSNADE;0;;
;989;f;1992-08-25;139;97;EDINBURGH;LISIEUX Z;0;;
;1026;f;1994-07-01;139;97;EDINBURGH;KNOWSLEY;0;;
;1143;f;1996-09-02;139;97;EDINBURGH;EDINBURGH;0;;
;1212;m;1998-07-14;139;97;EDINBURGH;GIVSKUD;0;;
;1352;m;2000-10-20;139;97;EDINBURGH;WOBURNLTD;0;;
Sire;828;m;1983-11-23;355;352;KNOWSLEY;MARWELL;4,9;15,2;2
;1233;m;1999-02-08;828;856;MARWELL;BORAS;0;;
;1466;m;2003-12-31;828;856;MARWELL;MALTON;0;;
Sire;1165;m;1997-09-29;404;988;CABARCENO;HILVARENB;1,7;9,1;4
;1603;m;2006-11-02;1165;225;HILVARENB;KERKRADE;0;;
;2004;f;2009-11-21;1165;1203;HILVARENB;HILVARENB;0;;
;2012;m;2011-04-02;1165;1047;HILVARENB;HILVARENB;0;;
;T105;m;2011-11-15;1165;1203;HILVARENB;HILVARENB;0;;
Sire;796;m;1984-03-23;221;224;HILVARENB;LA PALMYR;0;27,0;1
;2058;f;2011-03-19;796;767;PEAUGRES;LA PALMYR;0;;
Sire;57;m;1958-01-01;wild;wild;UMFOLOZI;UMFOLOZI;0,6;11,8;2
;76;m;1969-10-23;57;59;PRETORIA;HILVARENB;0;;
;79;m;1970-05-27;57;60;PRETORIA;PRETORIA;0;;
Sire;1183;m;1998-02-27;343;907;EMMEN;KOLMARDEN;0;11,8;1
;2016;f;2009-11-25;1183;1478;KOLMARDEN;KOLMARDEN;0;;
Sire;578;m;1979-07-28;116;119;LONGLEAT;THOIRY;1,5;26,1;2
;1519;f;2005-08-09;578;902;BUDAPEST;BUDAPEST;0;;
;1610;f;2007-01-23;578;902;BUDAPEST;BUDAPEST;0;;
Sire;390;m;1969-01-01;wild;wild;UMFOLOZI;UMFOLOZI;4,5;10,2;3
;533;f;1979-03-05;390;391;JACKSONVL;JACKSONVL;0;;
;809;f;1985-01-15;390;391;JACKSONVL;JACKSONVL;0;;
;927;m;1988-03-21;390;533;JACKSONVL;JACKSONVL;0;;
Sire;1253;m;1980-01-01;wild;wild;S. AFRICAR;S. AFRICAR;1,2;16,3;2
;1207;f;1996-04-01;1253;1257;SABLE RAN;ERFURT;0;;
;1208;f;1997-07-01;1253;1254;SABLE RAN;ERFURT;0;;
Sire;116;m;1968-11-09;wild;wild;UMFOLOZI;MONTPELLI;7,9;10,4;3
;577;m;1979-04-15;116;120;LONGLEAT;BIOPARCVA;0;;
;578;m;1979-07-28;116;119;LONGLEAT;THOIRY;0;;
;1245;f;1995-02-11;116;119;PONTSCORF;PONTSCORF;0;;
Sire;111;m;1966-01-01;wild;wild;UMFOLOZI;USTI;2,9;10,6;7
;911;m;1976-08-15;111;211;DVURKRALV;DVURKRALV;0;;
;530;f;1978-04-04;111;211;DVURKRALV;VESZPREM;0;;
;531;m;1978-12-16;111;210;DVURKRALV;COULANGE;0;;
;684;m;1981-04-13;111;211;KATOWICE;GDANSK;0;;
;865;m;1986-11-18;111;114;USTI;CABARCENO;0;;
;970;m;1991-01-13;111;114;USTI;USTI;0;;
;1029;m;1993-12-10;111;114;USTI;POZNAN;0;;
Sire;1475;m;2000-01-01;wild;wild;S. AFRICA;BLAIRDRUM;2,1;7,7;3
;1616;f;2007-08-25;1475;1473;BLAIRDRUM;HILVARENB;0;;
;2006;f;2009-12-21;1475;1473;BLAIRDRUM;BLAIRDRUM;0;;
;T108;m;2011-11-24;1475;1473;BLAIRDRUM;BLAIRDRUM;0;;
Sire;559;m;1968-01-01;wild;wild;UMFOLOZI;UMFOLOZI;0;16,6;1
;798;f;1984-08-04;559;563;W PALM BE;W PALM BE;0;;
Sire;1060;m;1992-01-01;wild;wild;NATAL SA;BEWDLEY;2,2;9,3;3
;1349;m;2001-05-01;1060;1175;BEWDLEY;BEWDLEY;0;;
;1410;f;2002-01-27;1060;1147;BEWDLEY;BEWDLEY;0;;
;1583;m;2005-09-21;1060;1175;BEWDLEY;BEWDLEY;0;;
Sire;218;m;1973-02-03;52;157;SD-WAP;SD-WAP;0;12,1;1
;826;m;1985-02-27;143;218;TORONTO;TORONTO;0;;
Sire;167;m;1969-01-01;wild;wild;UMFOLOZI;UMFOLOZI;0;12,3;1
;643;f;1981-04-22;167;174;ARNHEM;EMMEN;0;;
Sire;1048;m;1994-09-08;221;225;HILVARENB;BEAUVAL;1,9;13,4;3
;1634;m;2008-01-17;1048;1307;BEAUVAL;BEAUVAL;0;;
;2037;m;2009-11-12;1048;1307;BEAUVAL; BEAUVAL;0;;
;2068;m;2011-10-16;1048;1307;BEAUVAL;BEAUVAL;0;;
Sire;228;m;1973-01-01;wild;wild;UMFOLOZI;ARNHEM;3,0;12,0;2
;840;f;1984-12-25;228;174;ARNHEM;ARNHEM;0;;
;942;m;1988-01-01;228;174;ARNHEM;ARNHEM;0;;
Sire;257;m;1969-01-01;wild;wild;UMFOLOZI;LISIEUX Z;11,3;8,6;3
;1234;?;1977-08-10;257;259;WINDSOR;WINDSOR;0;;
;1196;m;1998-09-16;257;989;LISIEUX Z;LISIEUX Z;0;;
;1284;m;2000-02-16;257;989;LISIEUX Z;AUGSBURG;0;;
Sire;117;m;1966-01-01;wild;wild;UMFOLOZI;CABARCENO;2,8;15,7;4
;652;f;1981-08-25;117;120;LONGLEAT;GIVSKUD;0;;
;653;f;1981-09-28;117;119;LONGLEAT;SCHWERIN;0;;
;1300;m;1982-09-01;117;unk;LONGLEAT;CIR AMERI;0;;
;1301;m;1990-01-11;117;unk;LONGLEAT;LONGLEAT;0;;
Sire;1487;m;1970-01-01;wild;;;;0;21,9;1
;1486;m;1991-12-01;1487;1488;RIOLEORES;BIOPARCVA;0;;
Sire;187;m;1968-01-01;wild;wild;UMFOLOZI;UMFOLOZI;0,4;24,4;2
;990;m;1992-05-15;187;157;SD-WAP;EMMEN;0;;
;991;f;1992-10-03;187;156;SD-WAP;BERLIN TP;0;;
Sire;340;m;1969-01-01;wild;wild;UMFOLOZI;MUNSTER;2,2;10,7;6
;509;m;1979-09-23;340;403;MUNSTER;MUNSTER;0;;
;669;m;1981-12-08;340;403;MUNSTER;BRATISLAV;0;;
;812;f;1985-01-05;340;403;MUNSTER;GIVSKUD;0;;
;854;f;1986-12-23;340;403;MUNSTER;MUNSTER;0;;
;1178;f;1988-10-10;340;403;MUNSTER;MUNSTER;0;;
;967;f;1990-10-22;340;812;MUNSTER;BLAIRDRUM;0;;
Sire;330;m;1976-10-10;70;105;WHIPSNADE;DUBLIN;0;16,9;1
;1005;f;1993-08-25;330;104;DUBLIN;DUBLIN;0;;
Sire;1029;m;1993-12-10;111;114;USTI;POZNAN;4,7;5,9;3
;1277;f;1999-11-18;1029;931;POZNAN;POZNAN;0;;
;1462;f;2003-11-19;1029;931;POZNAN;PEAUGRES;0;;
;1660;f;2009-03-15;1029;931;POZNAN;POZNAN;0;;
Sire;491;m;1957-01-01;wild;wild;UMFOLOZI;HODENHAGN;0,9;25,7;27
;709;m;1982-08-26;491;496;HODENHAGN;HODENHAGN;0;;
;779;h;1983-08-13;491;494;HODENHAGN;HODENHAGN;0;;
;797;f;1984-08-24;491;496;HODENHAGN;HODENHAGN;0;;
;836;f;1985-08-08;491;494;HODENHAGN;HODENHAGN;0;;
;866;f;1986-09-17;491;496;HODENHAGN;HODENHAGN;0;;
;905;m;1987-11-29;491;494;HODENHAGN;HODENHAGN;0;;
;915;f;1988-08-30;491;496;HODENHAGN;HODENHAGN;0;;
;944;m;1989-09-10;491;494;HODENHAGN;HODENHAGN;0;;
;951;m;1990-03-09;491;496;HODENHAGN;HODENHAGN;0;;
;969;m;1991-08-13;491;494;HODENHAGN;HODENHAGN;0;;
;987;m;1992-07-25;491;496;HODENHAGN;CABARCENO;0;;
;988;f;1992-10-20;491;915;HODENHAGN;CABARCENO;0;;
;1004;m;1993-09-13;491;494;HODENHAGN;HODENHAGN;0;;
;1043;f;1994-11-01;491;496;HODENHAGN;HODENHAGN;0;;
;1147;m;1995-07-22;491;494;HODENHAGN;HODENHAGN;0;;
;1125;f;1996-10-16;491;496;HODENHAGN;KESSINGLA;0;;
;1157;f;1996-12-23;491;494;HODENHAGN;HODENHAGN;0;;
;1220;f;1998-09-26;491;494;HODENHAGN;HODENHAGN;0;;
;1221;m;1998-11-05;491;496;HODENHAGN;TABERNAS;0;;
